Client Username,Client IP Address,Client MAC Address,Association Time,Vendor,AP Name,Radio Type,Device Name,Map Location,SSID,Profile,VLAN ID,Protocol,Session Duration,Policy Type,Avg. Session Throughput(Kbps)
164c724c6f2e25d6cd2359216b6b37,10.250.222.229,6f3416c9a8471e879fe272e8a9b8c0,Sat Feb 24 00:38:41 PST 2018,NVIDIA,CVB-11-1135-1,802.11a/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVB > Floor 11,SJSU_premier,SJSU_premier,120,802.11n(5GHz),7 hrs 25 min 57 sec,WPA2,340.4
164c724c6f2e25d6cd2359216b6b37,10.250.222.229,6f3416c9a8471e879fe272e8a9b8c0,Sat Feb 24 08:04:39 PST 2018,NVIDIA,CVB-11-1135-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVB > Floor 11,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),8 hrs 10 min 25 sec,WPA2,0.7
9913935871e9a863b55e16196eac09,10.250.35.251,2a083ef12824a3bb489f870601a5c2,Sat Feb 24 13:16:49 PST 2018,NVIDIA,ENG-4-487-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 4,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),2 hrs 58 min 15 sec,WPA2,24.9
9c508d14b6f397cc7003a91bea4250,10.250.64.151,2b7a7b5fd041cc8c0e5b884eec036a,Fri Feb 23 16:38:44 PST 2018,NVIDIA,ENG-4-487-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 4,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),1 hrs 48 min 10 sec,NOTAVAILABLE,0.9
9c508d14b6f397cc7003a91bea4250,10.250.64.151,2b7a7b5fd041cc8c0e5b884eec036a,Fri Feb 23 18:26:55 PST 2018,NVIDIA,ENG-4-487-1,802.11a/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 4,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(5GHz),10 min 26 sec,NOTAVAILABLE,<0.1
9c508d14b6f397cc7003a91bea4250,10.250.64.151,2b7a7b5fd041cc8c0e5b884eec036a,Sat Feb 24 13:42:56 PST 2018,NVIDIA,ENG-4-487-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 4,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),2 hrs 32 min 9 sec,NOTAVAILABLE,3.3
5ee105fec74471a7ae7a91c445e689,10.250.198.196,01f07347f34b426f851ec100007744,Sat Feb 24 11:00:26 PST 2018,NVIDIA,ENG-2-276-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 2,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),15 min 36 sec,NOTAVAILABLE,"1,413.5"
5ee105fec74471a7ae7a91c445e689,10.250.198.196,01f07347f34b426f851ec100007744,Sat Feb 24 11:16:03 PST 2018,NVIDIA,ENG-2-276-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 2,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),31 min 8 sec,NOTAVAILABLE,132.1
5ee105fec74471a7ae7a91c445e689,10.250.198.196,01f07347f34b426f851ec100007744,Sat Feb 24 11:47:11 PST 2018,NVIDIA,ENG-2-276-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 2,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),10 min 23 sec,NOTAVAILABLE,"2,055.8"
5ee105fec74471a7ae7a91c445e689,10.250.198.196,01f07347f34b426f851ec100007744,Sat Feb 24 11:57:34 PST 2018,NVIDIA,ENG-2-276-1,802.11a/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 2,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(5GHz),1 hrs 13 min 30 sec,NOTAVAILABLE,"5,097.7"
5ee105fec74471a7ae7a91c445e689,10.250.198.196,01f07347f34b426f851ec100007744,Sat Feb 24 13:11:05 PST 2018,NVIDIA,ENG-2-276-1,802.11a/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 2,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(5GHz),31 min 50 sec,NOTAVAILABLE,"6,237.7"
5ee105fec74471a7ae7a91c445e689,10.250.198.196,01f07347f34b426f851ec100007744,Sat Feb 24 13:42:56 PST 2018,NVIDIA,ENG-2-276-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 2,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),2 hrs 32 min 11 sec,NOTAVAILABLE,"4,600.9"
a58d8019daf38c4c1fe687dd434a58,10.250.123.2,47a1ee571529c5ee438cfd72560ae8,Sat Feb 24 14:34:47 PST 2018,NVIDIA,ENG-4-487-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 4,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 12 sec,WPA2,75.5
a58d8019daf38c4c1fe687dd434a58,10.250.123.2,47a1ee571529c5ee438cfd72560ae8,Sat Feb 24 14:40:00 PST 2018,NVIDIA,ENG-4-487-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 4,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 11 sec,WPA2,0.5
1c649ae0515f6adc3391cdce3198b6,10.250.123.2,47a1ee571529c5ee438cfd72560ae8,Sat Feb 24 14:45:12 PST 2018,NVIDIA,ENG-4-487-1,802.11ac,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 4,SJSU_MyDevice,SJSU_MyDevice,120,802.11ac,5 min 28 sec,NOTAVAILABLE,0.6
1c649ae0515f6adc3391cdce3198b6,10.250.123.2,47a1ee571529c5ee438cfd72560ae8,Sat Feb 24 14:50:41 PST 2018,NVIDIA,ENG-4-487-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 4,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),1 hrs 24 min 26 sec,NOTAVAILABLE,18.4
47f1ff385cb2f0d2d8b62afcf057ab,10.250.2.97,ab396a455bd005603c345c3013fbaa,Sat Feb 24 10:08:36 PST 2018,TwinHan Technology C,ENG-1-189D-1-X,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 1,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),10 min 23 sec,NOTAVAILABLE,248.4
47f1ff385cb2f0d2d8b62afcf057ab,10.250.2.97,ab396a455bd005603c345c3013fbaa,Sat Feb 24 10:18:59 PST 2018,TwinHan Technology C,ENG-1-188-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 1,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),5 min 8 sec,NOTAVAILABLE,102.6
47f1ff385cb2f0d2d8b62afcf057ab,10.250.2.97,ab396a455bd005603c345c3013fbaa,Sat Feb 24 10:24:07 PST 2018,TwinHan Technology C,ENG-1-189D-2,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 1,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),36 min 19 sec,NOTAVAILABLE,364.6
47f1ff385cb2f0d2d8b62afcf057ab,10.250.2.97,ab396a455bd005603c345c3013fbaa,Sat Feb 24 11:00:26 PST 2018,TwinHan Technology C,ENG-1-188-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 1,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),5 min 11 sec,NOTAVAILABLE,4.0
47f1ff385cb2f0d2d8b62afcf057ab,10.250.2.97,ab396a455bd005603c345c3013fbaa,Sat Feb 24 11:05:38 PST 2018,TwinHan Technology C,ENG-1-189D-1-X,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 1,SJSU_MyDevice,SJSU_MyDevice,120,802.11n(2.4GHz),25 min 53 sec,NOTAVAILABLE,36.4
2f6ba1323bfbe44893661c4896694a,10.250.101.18,f0583605282885bbbddf87562184fb,Sat Feb 24 11:16:03 PST 2018,TwinHan Technology C,ENG-2-294-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 2,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),31 min 8 sec,WPA2,278.4
2f6ba1323bfbe44893661c4896694a,10.250.101.18,f0583605282885bbbddf87562184fb,Sat Feb 24 11:47:11 PST 2018,TwinHan Technology C,ENG-2-290-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 2,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),37 min 15 sec,WPA2,3.4
2f6ba1323bfbe44893661c4896694a,10.250.101.18,f0583605282885bbbddf87562184fb,Sat Feb 24 14:45:12 PST 2018,TwinHan Technology C,ENG-2-290-1,802.11b/g/n,SJS-0CC-112-C6K-WiSM-3a,SJSUWIFI > ENG > Floor 2,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),1 hrs 29 min 54 sec,WPA2,3.5
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 16:28:11 PST 2018,"Airgo Networks, Inc.",JWH-10-1014-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 21 sec,WPA2,2.6
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 16:33:33 PST 2018,"Airgo Networks, Inc.",JWH-9-914-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),1 hrs 21 min 36 sec,WPA2,2.6
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 17:55:10 PST 2018,"Airgo Networks, Inc.",JWH-10-1014-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),57 min 52 sec,WPA2,1.9
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 18:53:03 PST 2018,"Airgo Networks, Inc.",JWH-8-814-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 8,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),1 hrs 2 min 25 sec,WPA2,0.9
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 20:31:54 PST 2018,"Airgo Networks, Inc.",JWH-9-921-H,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 6 sec,WPA2,4.1
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 19:55:29 PST 2018,"Airgo Networks, Inc.",JWH-9-914-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),36 min 25 sec,WPA2,1.1
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 20:37:00 PST 2018,"Airgo Networks, Inc.",DC-2-200-5,802.11b/g/n,SJS-0CC-112-552-WLC-01,SJSUWIFI > Dining Commons > main floor,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 12 sec,WPA2,2.1
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 20:42:12 PST 2018,"Airgo Networks, Inc.",JWH-9-928-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 5 sec,WPA2,35.0
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 20:47:18 PST 2018,"Airgo Networks, Inc.",JWH-8-827-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 8,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),46 min 59 sec,WPA2,2.7
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 21:34:19 PST 2018,"Airgo Networks, Inc.",JWH-9-928-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),1 hrs 44 min 49 sec,WPA2,16.3
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 23:19:08 PST 2018,"Airgo Networks, Inc.",JWH-10-1020-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),10 min 23 sec,WPA2,4.2
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 23:29:32 PST 2018,"Airgo Networks, Inc.",JWH-9-928-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 12 sec,WPA2,136.0
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 23:34:45 PST 2018,"Airgo Networks, Inc.",JWH-8-827-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 8,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 13 sec,WPA2,1.3
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 23:39:59 PST 2018,"Airgo Networks, Inc.",JWH-9-928-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),10 min 31 sec,WPA2,1.8
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Fri Feb 23 23:50:32 PST 2018,"Airgo Networks, Inc.",JWH-8-827-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 8,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),16 min 9 sec,WPA2,1.4
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 00:06:49 PST 2018,"Airgo Networks, Inc.",JWH-9-928-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),26 min 34 sec,WPA2,20.1
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 00:33:24 PST 2018,"Airgo Networks, Inc.",JWH-10-1020-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),15 min 43 sec,WPA2,87.4
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 00:49:07 PST 2018,"Airgo Networks, Inc.",JWH-9-910-H,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 14 sec,WPA2,339.5
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 01:57:10 PST 2018,"Airgo Networks, Inc.",JWH-9-914-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),4 hrs 54 min 26 sec,WPA2,39.6
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 00:54:22 PST 2018,"Airgo Networks, Inc.",JWH-9-915-H,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 19 sec,WPA2,1.6
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 00:59:42 PST 2018,"Airgo Networks, Inc.",JWH-9-914-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),31 min 29 sec,WPA2,432.6
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 01:31:12 PST 2018,"Airgo Networks, Inc.",JWH-10-1014-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),25 min 58 sec,WPA2,622.3
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 06:51:44 PST 2018,"Airgo Networks, Inc.",JWH-10-1014-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 4 sec,WPA2,0.1
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 06:56:53 PST 2018,"Airgo Networks, Inc.",JWH-9-914-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),10 min 11 sec,WPA2,1.3
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 07:07:04 PST 2018,"Airgo Networks, Inc.",JWH-10-1014-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),1 hrs 33 min 38 sec,WPA2,0.7
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 08:40:43 PST 2018,"Airgo Networks, Inc.",JWH-9-914-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),25 min 33 sec,WPA2,0.8
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 09:06:16 PST 2018,"Airgo Networks, Inc.",JWH-10-1014-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),36 min 17 sec,WPA2,0.7
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 09:42:34 PST 2018,"Airgo Networks, Inc.",JWH-8-814-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 8,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 11 sec,WPA2,<0.1
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 09:47:47 PST 2018,"Airgo Networks, Inc.",JWH-9-914-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 hrs 34 min 15 sec,WPA2,61.7
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 15:22:02 PST 2018,"Airgo Networks, Inc.",JWH-10-1014-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),35 min 57 sec,WPA2,1.3
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 15:58:00 PST 2018,"Airgo Networks, Inc.",JWH-9-914-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 9,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 5 sec,WPA2,3.6
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 16:03:05 PST 2018,"Airgo Networks, Inc.",JWH-8-827-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 8,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 13 sec,WPA2,<0.1
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 16:22:44 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11a/n/ac,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,eduroam,eduroam,120,802.11n(5GHz),5 min 27 sec,WPA2,6.0
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 16:08:18 PST 2018,"Airgo Networks, Inc.",CVB-1-145B-1VM,802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVB > Floor 1,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 6 sec,WPA2,0.5
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 16:13:25 PST 2018,"Airgo Networks, Inc.",JWH-8-827-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 8,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 12 sec,WPA2,3.2
91a9f31df6118a2b15aaafc3de9700,10.250.80.206,b64e9363bb209f0e18774eaddbeb29,Sat Feb 24 16:18:38 PST 2018,"Airgo Networks, Inc.",JWH-10-1027-1,802.11b/g/n,SJS-0CC-112-552-WLC-01,Campus Housing > JWH > Floor 10,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),20 sec,WPA2,<0.1
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 16:28:11 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 21 sec,WPA2,<0.1
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 16:33:33 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 11 sec,WPA2,<0.1
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 16:38:44 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 32 sec,WPA2,1.3
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 16:44:18 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11a/n/ac,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,eduroam,eduroam,120,802.11n(5GHz),5 min 28 sec,WPA2,1.1
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 16:49:47 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,eduroam,eduroam,120,802.11n(2.4GHz),5 min 27 sec,WPA2,1.2
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 16:55:14 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,eduroam,eduroam,120,802.11n(2.4GHz),5 min 7 sec,WPA2,<0.1
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 17:00:21 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,eduroam,eduroam,120,802.11n(2.4GHz),5 min 11 sec,WPA2,0.2
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 17:05:33 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,SJSU_premier,SJSU_premier,120,802.11n(2.4GHz),5 min 24 sec,WPA2,0.2
9d1a4172a3ab3812d1567347a5397c,10.251.31.161,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 17:10:58 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,SJSU_Guest,guest,121,802.11n(2.4GHz),1 hrs 47 min 11 sec,NOTAVAILABLE,209.5
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 18:58:10 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11b/g/n,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,eduroam,eduroam,120,802.11n(2.4GHz),10 min 34 sec,WPA2,"1,130.1"
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 20:00:38 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11a/n/ac,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,eduroam,eduroam,120,802.11n(5GHz),10 min 22 sec,WPA2,<0.1
6a23f82d53baaf76607f6cdc79c97e,10.250.247.1,bccecbd495bcf6832609e3a1f885d8,Fri Feb 23 19:08:44 PST 2018,"Airgo Networks, Inc.",CVC-5-521-1(new),802.11a/n/ac,SJS-0CC-112-C6K-WiSM-4b,Campus Housing > CVC > Floor 5,eduroam,eduroam,120,802.11n(5GHz),5 min 8 sec,WPA2,2.8
